Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY,TOTAL_FLR_SQFT_PER_LOT_AREA
741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,GasA,Ex,Y,SBrkr,0,1432,0,0,2,0,2,1,TA,7,Typ,0,No,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,112,0,0,0,No,GdPrv,No,0,WD,Abnorml,132000,16.24807680927192,0.0,1432,2007-05-01,4993,180,0.14916666666666667
742,20,RL,65.0,6768,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,GasA,Gd,Y,SBrkr,0,912,1,1,1,0,3,1,Gd,5,Typ,0,No,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,No,GdPrv,No,0,WD,Normal,142000,30.199337741083,0.0,912,2008-05-01,4627,288,0.1347517730496454
743,20,RL,65.0,8450,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,GasA,Ex,Y,SBrkr,0,1349,0,0,2,0,3,1,TA,6,Typ,0,No,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,0,0,0,0,No,GdPrv,No,0,WD,Normal,179000,36.72873534441391,7.416198487095663,1349,2007-12-01,4779,269,0.15964497041420117
744,80,RL,70.0,12886,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,GasA,Ex,Y,SBrkr,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,0,0,100,0,No,No,No,0,WD,Normal,175000,22.80350850198276,0.0,1464,2009-10-01,4109,240,0.11361167158156138
745,120,RL,41.0,5395,Pave,No,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,GasA,Gd,Y,SBrkr,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,70,168,0,0,No,No,No,0,WD,Normal,180000,36.565010597564445,0.0,1337,2008-10-01,4474,231,0.24782205746061167
746,60,RL,70.04995836802665,8963,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,GasA,Ex,Y,SBrkr,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,299800,33.793490497431605,14.2828568570857,2715,2008-07-01,4566,415,0.30291197143813453
747,60,RL,70.04995836802665,8795,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,GasA,Ex,Y,SBrkr,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,0,0,0,0,No,No,No,0,WD,Normal,236000,30.854497241083024,7.3484692283495345,2256,2009-04-01,4292,277,0.2565093803297328
748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,GasW,TA,N,SBrkr,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,864,TA,TA,N,181,386,0,0,0,No,No,No,0,WD,Normal,265979,35.21363372331802,0.0,2640,2009-05-01,4262,216,0.22564102564102564
749,20,RL,59.0,10593,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,GasA,Ex,Y,SBrkr,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,154,0,0,0,No,No,No,0,WD,Normal,260400,41.47288270665544,7.483314773547883,1720,2010-03-01,3958,263,0.16237137732464835
750,50,RL,50.0,8405,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,Wall,TA,N,FuseF,0,1529,0,0,2,0,4,1,TA,9,Mod,0,No,Detchd,1945.0,Unf,1,240,TA,TA,N,92,185,0,0,0,No,No,No,0,WD,Normal,98000,0.0,0.0,1529,2009-04-01,4292,240,0.18191552647233789
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,0,1140,0,0,1,0,3,1,TA,7,Min2,0,No,No,1978.0,No,0,0,No,No,N,0,0,0,0,0,No,No,No,0,WD,Normal,96500,24.0,12.649110640673518,1140,2010-06-01,3866,0,0.12954545454545455
752,60,RL,70.04995836802665,7750,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,162000,25.69046515733026,6.928203230275509,1320,2007-08-01,4901,200,0.1703225806451613
753,20,RL,79.0,9236,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,GasA,Ex,Y,SBrkr,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,0,0,0,0,No,No,No,0,WD,Normal,217000,38.45776904605882,5.196152422706632,1494,2006-07-01,5297,288,0.1617583369423993
754,60,RL,80.0,10240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,GasA,Gd,Y,SBrkr,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,275500,32.09361307176243,7.211102550927978,2098,2006-03-01,5419,292,0.2048828125
755,20,RL,61.0,7930,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,GasA,Gd,Y,SBrkr,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,0,0,0,0,No,No,No,0,WD,Normal,156000,32.03123475609393,6.928203230275509,1026,2009-07-01,4201,220,0.12938209331651954
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,GasA,Gd,Y,SBrkr,0,1471,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,172500,27.0,4.898979485566356,1471,2009-03-01,4323,220,0.45541795665634677
757,60,RL,68.0,10769,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,GasA,Ex,Y,SBrkr,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,212000,29.427877939124322,10.246950765959598,1768,2009-04-01,4292,289,0.1641749466059987
758,60,RL,70.04995836802665,11616,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,GasA,TA,Y,SBrkr,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,No,GdPrv,No,0,WD,Abnorml,158900,25.92296279363144,0.0,1386,2010-04-01,3927,220,0.11931818181818182
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,GasA,Gd,Y,SBrkr,0,1501,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,179400,27.27636339397171,0.0,1501,2008-08-01,4535,220,0.6583333333333333
760,60,RL,65.0,12257,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,GasA,Ex,Y,SBrkr,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,0,0,0,0,No,No,No,0,WD,Normal,290000,36.30426972134269,9.899494936611665,2531,2007-11-01,4809,250,0.20649424818471077
761,20,RL,70.0,9100,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,No,No,Shed,450,WD,Normal,127500,29.393876913398138,0.0,864,2009-10-01,4109,300,0.09494505494505495
762,30,RM,60.0,6911,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,GasA,TA,Y,SBrkr,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,No,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,100000,33.83784863137726,0.0,1301,2009-10-01,4109,220,0.18825061496165532
763,60,FV,72.0,8640,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,GasA,Ex,Y,SBrkr,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,0,0,0,0,No,No,No,0,Con,Normal,215200,27.49545416973504,6.708203932499369,1547,2010-06-01,3866,307,0.17905092592592592
764,60,RL,82.0,9430,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,GasA,Ex,Y,SBrkr,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,0,0,180,0,No,No,No,0,WD,Normal,337000,35.38361202590826,11.313708498984761,2365,2009-07-01,4201,285,0.2507953340402969
765,120,RL,30.0,9549,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,GasA,Ex,Y,SBrkr,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,0,0,216,0,No,No,No,0,WD,Normal,270000,38.65229618017538,5.477225575051661,1494,2006-04-01,5388,240,0.15645617342130066
766,20,RL,75.0,14587,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,GasA,Ex,Y,SBrkr,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,0,0,0,0,No,No,No,0,New,Partial,264132,38.704004960727254,13.19090595827292,1506,2008-08-01,4535,296,0.10324261328580242
767,60,RL,80.0,10421,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,GasA,TA,Y,SBrkr,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,156,0,0,0,No,MnPrv,Shed,500,WD,Normal,196500,31.304951684997057,8.12403840463596,1714,2010-03-01,3958,248,0.16447557815948566
768,50,RL,75.0,12508,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,GasA,Ex,Y,SBrkr,0,1750,1,0,2,0,4,1,TA,7,Mod,0,No,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,156,0,0,0,No,No,Shed,1300,WD,Normal,160000,31.352830813181765,0.0,1750,2008-07-01,4566,423,0.13991045730732332
769,20,RL,70.0,9100,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,GasA,Ex,Y,SBrkr,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,216837,43.12771730569565,5.744562646538029,1836,2006-10-01,5205,242,0.20175824175824175
770,60,RL,47.0,53504,Pave,No,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,GasA,Ex,Y,SBrkr,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,0,0,210,0,No,No,No,0,WD,Normal,538000,40.620192023179804,6.0,3279,2010-06-01,3866,280,0.06128513755980861
771,85,RL,70.04995836802665,7252,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,GasA,TA,Y,SBrkr,0,858,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,134900,29.29163703175362,0.0,858,2009-04-01,4292,288,0.11831218974076117
772,20,RL,67.0,8877,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,GasA,TA,Y,FuseF,0,1220,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Normal,102000,28.91366458960192,0.0,1220,2006-04-01,5388,198,0.1374338177312155
773,80,RL,94.0,7819,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,GasA,TA,Y,SBrkr,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,No,MnPrv,No,0,WD,Abnorml,107000,32.07802986469088,0.0,1117,2010-03-01,3958,336,0.14285714285714285
774,20,RL,70.0,10150,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,GasA,Ex,Y,FuseA,0,912,0,0,1,0,2,1,TA,5,Typ,0,No,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Normal,114500,30.199337741083,0.0,912,2007-07-01,4932,275,0.08985221674876848
775,20,RL,110.0,14226,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,GasA,Gd,Y,SBrkr,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,0,0,0,0,No,No,No,0,New,Partial,395000,43.98863489584554,6.708203932499369,1973,2007-07-01,4932,298,0.1386897230423169
776,120,RM,32.0,4500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,GasA,Ex,Y,SBrkr,0,1204,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,162000,34.698703145794944,15.716233645501712,1204,2009-06-01,4231,206,0.26755555555555555
777,20,RL,86.0,11210,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,GasA,Ex,Y,SBrkr,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,0,0,0,0,No,No,No,0,New,Partial,221500,40.17461885320133,7.681145747868608,1614,2006-07-01,5297,288,0.14397859054415701
778,20,RL,100.0,13350,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,GasA,TA,Y,SBrkr,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,No,MnPrv,No,0,WD,Normal,142500,29.393876913398138,0.0,894,2006-06-01,5327,220,0.06696629213483146
779,90,RH,60.0,8400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,No,No,No,No,0,No,0,0,GasA,TA,Y,SBrkr,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,144000,0.0,0.0,2020,2007-10-01,4840,315,0.24047619047619048
780,90,RL,78.0,10530,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,GasA,TA,Y,SBrkr,0,1004,1,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,135000,31.22498999199199,0.0,1004,2006-05-01,5358,252,0.09534662867996202
781,20,RL,63.0,7875,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,GasA,Gd,Y,SBrkr,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,0,0,0,0,No,No,No,0,WD,Normal,176000,35.17101079013795,4.58257569495584,1253,2007-06-01,4962,201,0.15911111111111112
782,60,RL,65.0,7153,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,GasA,Ex,Y,SBrkr,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,175900,27.586228448267445,11.135528725660043,1603,2006-07-01,5297,242,0.22410177547882007
783,20,RL,67.0,16285,Pave,No,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,GasA,Ex,Y,SBrkr,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,187100,37.589892258425,5.744562646538029,1430,2009-06-01,4231,302,0.08781086889775867
784,85,RL,70.04995836802665,9101,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,GasA,Ex,Y,SBrkr,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,0,0,0,0,No,No,No,0,WD,Normal,165500,33.12099032335839,5.477225575051661,1110,2009-07-01,4201,301,0.1219646192726074
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,GasA,Ex,Y,SBrkr,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,No,1978.0,No,0,0,No,No,Y,0,134,0,0,0,No,No,No,0,WD,Normal,128000,27.23967694375247,17.05872210923198,1484,2008-06-01,4596,0,0.23555555555555555
786,20,RL,70.04995836802665,9790,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,GasA,TA,Y,SBrkr,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,197,0,No,No,No,0,WD,Normal,161500,37.04051835490427,0.0,1342,2009-09-01,4139,228,0.13707865168539327
787,50,RM,60.0,10800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,GasA,TA,Y,SBrkr,0,1652,1,0,2,0,4,1,TA,7,Typ,0,No,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,196,0,0,0,No,No,Shed,1200,WD,Normal,139000,26.19160170741759,0.0,1652,2010-06-01,3866,416,0.15296296296296297
