Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,TOTAL_FLR_CNT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY
760,60,RL,65.0,12257,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,GasA,Ex,Y,SBrkr,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,0,0,0,0,No,No,No,0,WD,Normal,290000,36.30426972134269,9.899494936611665,2531,2,2007-11-01,4809,250
761,20,RL,70.0,9100,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,No,No,Shed,450,WD,Normal,127500,29.393876913398138,0.0,864,1,2009-10-01,4109,300
762,30,RM,60.0,6911,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,GasA,TA,Y,SBrkr,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,No,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,100000,33.83784863137726,0.0,1301,1,2009-10-01,4109,220
763,60,FV,72.0,8640,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,GasA,Ex,Y,SBrkr,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,0,0,0,0,No,No,No,0,Con,Normal,215200,27.49545416973504,6.708203932499369,1547,2,2010-06-01,3866,307
764,60,RL,82.0,9430,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,GasA,Ex,Y,SBrkr,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,0,0,180,0,No,No,No,0,WD,Normal,337000,35.38361202590826,11.313708498984761,2365,2,2009-07-01,4201,285
765,120,RL,30.0,9549,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,GasA,Ex,Y,SBrkr,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,0,0,216,0,No,No,No,0,WD,Normal,270000,38.65229618017538,5.477225575051661,1494,1,2006-04-01,5388,240
766,20,RL,75.0,14587,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,GasA,Ex,Y,SBrkr,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,0,0,0,0,No,No,No,0,New,Partial,264132,38.704004960727254,13.19090595827292,1506,1,2008-08-01,4535,296
767,60,RL,80.0,10421,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,GasA,TA,Y,SBrkr,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,156,0,0,0,No,MnPrv,Shed,500,WD,Normal,196500,31.304951684997057,8.12403840463596,1714,2,2010-03-01,3958,248
768,50,RL,75.0,12508,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,GasA,Ex,Y,SBrkr,0,1750,1,0,2,0,4,1,TA,7,Mod,0,No,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,156,0,0,0,No,No,Shed,1300,WD,Normal,160000,31.352830813181765,0.0,1750,2,2008-07-01,4566,423
769,20,RL,70.0,9100,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,GasA,Ex,Y,SBrkr,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,216837,43.12771730569565,5.744562646538029,1836,1,2006-10-01,5205,242
770,60,RL,47.0,53504,Pave,No,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,GasA,Ex,Y,SBrkr,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,0,0,210,0,No,No,No,0,WD,Normal,538000,40.620192023179804,6.0,3279,2,2010-06-01,3866,280
771,85,RL,70.04995836802665,7252,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,GasA,TA,Y,SBrkr,0,858,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,134900,29.29163703175362,0.0,858,1,2009-04-01,4292,288
772,20,RL,67.0,8877,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,GasA,TA,Y,FuseF,0,1220,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Normal,102000,28.91366458960192,0.0,1220,1,2006-04-01,5388,198
773,80,RL,94.0,7819,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,GasA,TA,Y,SBrkr,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,No,MnPrv,No,0,WD,Abnorml,107000,32.07802986469088,0.0,1117,1,2010-03-01,3958,336
774,20,RL,70.0,10150,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,GasA,Ex,Y,FuseA,0,912,0,0,1,0,2,1,TA,5,Typ,0,No,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Normal,114500,30.199337741083,0.0,912,1,2007-07-01,4932,275
775,20,RL,110.0,14226,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,GasA,Gd,Y,SBrkr,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,0,0,0,0,No,No,No,0,New,Partial,395000,43.98863489584554,6.708203932499369,1973,1,2007-07-01,4932,298
776,120,RM,32.0,4500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,GasA,Ex,Y,SBrkr,0,1204,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,162000,34.698703145794944,15.716233645501712,1204,1,2009-06-01,4231,206
777,20,RL,86.0,11210,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,GasA,Ex,Y,SBrkr,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,0,0,0,0,No,No,No,0,New,Partial,221500,40.17461885320133,7.681145747868608,1614,1,2006-07-01,5297,288
778,20,RL,100.0,13350,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,GasA,TA,Y,SBrkr,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,No,MnPrv,No,0,WD,Normal,142500,29.393876913398138,0.0,894,1,2006-06-01,5327,220
779,90,RH,60.0,8400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,No,No,No,No,0,No,0,0,GasA,TA,Y,SBrkr,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,144000,0.0,0.0,2020,1,2007-10-01,4840,315
780,90,RL,78.0,10530,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,GasA,TA,Y,SBrkr,0,1004,1,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,135000,31.22498999199199,0.0,1004,1,2006-05-01,5358,252
781,20,RL,63.0,7875,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,GasA,Gd,Y,SBrkr,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,0,0,0,0,No,No,No,0,WD,Normal,176000,35.17101079013795,4.58257569495584,1253,1,2007-06-01,4962,201
782,60,RL,65.0,7153,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,GasA,Ex,Y,SBrkr,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,175900,27.586228448267445,11.135528725660043,1603,2,2006-07-01,5297,242
783,20,RL,67.0,16285,Pave,No,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,GasA,Ex,Y,SBrkr,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,187100,37.589892258425,5.744562646538029,1430,1,2009-06-01,4231,302
784,85,RL,70.04995836802665,9101,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,GasA,Ex,Y,SBrkr,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,0,0,0,0,No,No,No,0,WD,Normal,165500,33.12099032335839,5.477225575051661,1110,1,2009-07-01,4201,301
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,GasA,Ex,Y,SBrkr,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,No,1978.0,No,0,0,No,No,Y,0,134,0,0,0,No,No,No,0,WD,Normal,128000,27.23967694375247,17.05872210923198,1484,2,2008-06-01,4596,0
786,20,RL,70.04995836802665,9790,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,GasA,TA,Y,SBrkr,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,197,0,No,No,No,0,WD,Normal,161500,37.04051835490427,0.0,1342,1,2009-09-01,4139,228
787,50,RM,60.0,10800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,GasA,TA,Y,SBrkr,0,1652,1,0,2,0,4,1,TA,7,Typ,0,No,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,196,0,0,0,No,No,Shed,1200,WD,Normal,139000,26.19160170741759,0.0,1652,2,2010-06-01,3866,416
788,60,RL,76.0,10142,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,GasA,Ex,Y,SBrkr,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,No,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,233000,30.919249667480614,6.708203932499369,2084,2,2010-01-01,4017,309
789,20,RM,50.0,6000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,GasA,Ex,Y,SBrkr,0,901,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,107900,30.01666203960727,0.0,901,1,2008-08-01,4535,281
790,60,RL,70.04995836802665,12205,Pave,No,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,GasA,Gd,Y,SBrkr,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,No,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,0,0,0,0,No,No,No,0,WD,Normal,187500,28.844410203711913,12.96148139681572,2087,2,2007-07-01,4932,222
791,120,RL,43.0,3182,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,GasA,Ex,Y,SBrkr,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,160200,33.83784863137726,4.0,1145,1,2009-09-01,4139,198
792,80,RL,70.04995836802665,11333,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,GasA,TA,Y,SBrkr,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,146800,32.07802986469088,0.0,1062,1,2007-05-01,4993,269
793,60,RL,92.0,9920,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,GasA,Ex,Y,SBrkr,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,0,0,0,0,No,No,No,0,WD,Normal,269790,33.421549934136806,11.40175425099138,2013,2,2007-06-01,4962,227
794,20,RL,76.0,9158,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,GasA,Ex,Y,SBrkr,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,0,0,0,0,No,No,No,0,New,Partial,225000,38.67815921162743,11.40175425099138,1496,1,2007-06-01,4962,237
795,60,RL,70.04995836802665,10832,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,GasA,Ex,Y,SBrkr,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,0,0,0,0,No,No,Shed,500,WD,Normal,194500,26.68332812825267,6.782329983125268,1895,2,2008-10-01,4474,204
796,60,RL,70.0,8400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,GasA,TA,Y,SBrkr,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,0,0,204,0,No,MnPrv,No,0,WD,Normal,171000,25.495097567963924,7.0710678118654755,1564,2,2010-04-01,3927,238
797,20,RL,71.0,8197,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,0,0,0,No,MnPrv,No,0,WD,Normal,143500,25.69046515733026,0.0,1285,1,2007-04-01,5023,264
798,20,RL,57.0,7677,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,GasA,Gd,Y,SBrkr,0,773,0,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Abnorml,110000,27.80287754891569,0.0,773,1,2008-04-01,4657,240
799,60,RL,104.0,13518,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,GasA,Ex,Y,SBrkr,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,0,0,0,0,No,No,No,0,New,Partial,485000,43.88621651498338,8.831760866327848,3140,2,2009-07-01,4201,273
800,50,RL,60.0,7200,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,GasA,Ex,Y,SBrkr,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,264,0,0,0,No,MnPrv,No,0,WD,Normal,175000,27.03701166919155,0.0,1768,2,2007-06-01,4962,240
801,60,RL,79.0,12798,Pave,No,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,GasA,Gd,Y,SBrkr,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,No,Attchd,1997.0,RFn,2,603,TA,TA,Y,403,185,0,0,0,No,No,Shed,400,WD,Normal,200000,24.819347291981714,10.677078252031311,1688,2,2008-05-01,4627,301
802,30,RM,40.0,4800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,GasA,Ex,Y,FuseA,0,1196,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,109900,34.583232931581165,0.0,1196,1,2007-07-01,4932,220
803,60,RL,63.0,8199,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,GasA,Ex,Y,SBrkr,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,0,0,0,0,No,No,No,0,WD,Normal,189000,26.981475126464083,4.242640687119285,1456,2,2008-10-01,4474,205
804,60,RL,107.0,13891,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,GasA,Ex,Y,SBrkr,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,0,0,192,0,No,No,No,0,New,Partial,582933,41.641325627314025,13.038404810405298,2822,2,2009-01-01,4382,340
805,20,RL,75.0,9000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,GasA,TA,Y,SBrkr,0,1128,0,0,1,0,2,1,TA,5,Min1,0,No,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Family,118000,30.59411708155671,0.0,1128,1,2006-06-01,5327,286
806,20,RL,91.0,12274,Pave,No,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,GasA,Ex,Y,SBrkr,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,No,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,0,0,0,0,No,No,No,0,New,Partial,227680,37.64306044943742,7.745966692414834,1428,1,2008-07-01,4566,277
807,80,RL,75.0,9750,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,GasA,Gd,Y,SBrkr,0,980,0,0,2,0,3,1,TA,6,Typ,0,No,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,0,0,0,No,No,No,0,WD,Normal,135500,31.304951684997057,0.0,980,1,2006-10-01,5205,384
